,ATMP_In_F,ATMP_In_P,ATMP_In_T,BFW_F,BFW_P,BFW_T,ECON_OUT_F,ECON_OUT_P,ECON_OUT_T,FG_2_AIRPH_Fm,FG_2_AIRPH_P,FG_2_AIRPH_T,FG_2_ECON_Fm,FG_2_ECON_P,FG_2_ECON_T,FG_2_FSH_Fm,FG_2_FSH_P,FG_2_FSH_T,FG_2_PrSH_Fm,FG_2_PrSH_P,FG_2_PrSH_T,FG_2_RH_Fm,FG_2_RH_P,FG_2_RH_T,FG_PrSH_2_Mix_Fm,FG_PrSH_2_Mix_P,FG_PrSH_2_Mix_T,FG_RH_2_Mix_Fm,FG_RH_2_Mix_P,FG_RH_2_Mix_T,FSH_In_F,FSH_In_P,FSH_In_T,H0001,P0001,POWER_GROSS,PlatenSH_IN_F,PlatenSH_IN_P,PlatenSH_IN_T,PrSH_IN_F,PrSH_IN_P,PrSH_IN_T,RHT_COLD_F,RHT_COLD_P,RHT_COLD_T,RHT_HOT_F,RHT_HOT_P,RHT_HOT_T,V0001,V0002,V0003,V0004,MS_F,MS_P,MS_T
81,21368.19539,22356804.7,848.0594547,22156.25575,23156800.85,470.9334079,21568.33283,22581031.08,539.4240928,455.4432703,100277.1035,493.7525686,450.1614003,100208.3814,703.7014127,462.554276,100130.4883,1302.076454,73.43498375,99425.70402,1119.21488,397.2451565,100448.3247,1130.386494,69.05364805,100923.8681,851.75426,394.5465066,100129.2221,685.9627323,21562.85908,22513128.2,766.5181483,1646.575464,22357214.94,533942568.8,22161.45844,22512663.43,867.8079754,21879.61507,22580980.39,852.5459264,17174.03255,3563621.45,584.3605665,16771.30406,3188527.697,857.8281195,0.901786155,0.897946694,0.898431581,0.900769092,21879.61507,22357214.94,860
82,20627.4477,22358194.1,863.9074549,21682.00502,23155596.8,470.3147099,21693.71961,22581266.81,542.3304486,464.8278633,100988.6365,490.3381802,452.8843736,99708.05099,715.0049683,456.8040311,99883.00564,1296.090338,66.34401475,100185.5747,1128.724823,384.2576435,99439.33231,1128.634677,69.37249418,99166.99716,841.9273045,385.5189829,100948.2508,681.3024125,21686.51806,22512430.54,771.2549208,1524.210842,22357745.04,533942950.5,22311.87575,22514668.72,862.7947609,20164.31807,22580481.51,842.084234,17957.78696,3564627.117,587.4838768,19168.65263,3186586.752,857.6570846,0.900079988,0.899686012,0.899365788,0.899458531,20164.31807,22357745.04,855
83,20333.92452,22357035.47,861.3282195,21305.59077,23154266.08,472.1047491,22501.71213,22583134.95,537.307436,458.1547437,100341.0252,497.8582201,456.0655291,98815.08151,721.774365,452.1866583,100092.4841,1301.953539,69.52426994,101376.4231,1133.057245,386.264039,99756.28617,1137.666834,66.16738813,100164.0486,838.339564,394.5410458,99334.94944,682.7764086,20997.41303,22511975.82,774.437456,1591.423674,22357070.24,533936623.4,21462.35394,22511991.5,862.1636311,21654.37401,22580795.54,847.059272,16889.31379,3563951.867,579.5213264,17595.40508,3186654.82,867.0079055,0.898854019,0.900797944,0.899871892,0.899424915,21654.37401,22357070.24,860
84,21034.04096,22357900.54,869.6813923,21564.73089,23156900.18,467.4321393,22988.67519,22577864.69,539.5393268,463.1632426,99879.94458,503.1435364,464.099174,99477.38014,706.4686744,468.6638025,100308.577,1298.753134,68.42675541,100908.8754,1133.341608,393.5249762,101027.3315,1143.744774,66.21702719,100229.1725,839.8625223,385.5271485,100886.3897,689.991136,21361.28493,22513369.9,771.5348871,1655.223947,22360085.27,533946791.6,20880.55711,22512667.94,878.4964373,19971.58761,22580250.98,842.9476373,17605.2903,3565734.679,586.8771306,17118.74089,3186714.901,870.102147,0.90032108,0.900717641,0.900688768,0.89850427,19971.58761,22360085.27,865
85,22089.42734,22358163.93,866.362221,20633.26448,23154865.91,467.5545424,22472.09789,22582028.32,543.3053968,464.7672218,99658.64608,494.2542796,455.6866884,99769.0771,718.0665596,467.0276688,99601.75362,1305.173762,70.763195,101048.636,1140.477572,396.0477647,100716.5774,1127.616331,77.14788805,100648.1316,842.5603557,386.8932048,100432.6507,691.5117362,20526.38163,22512505.5,763.5841101,1737.257788,22360517.99,533940081.4,22493.04788,22512760.8,872.6480017,21088.89354,22580018.61,845.1581232,17875.28448,3562067.572,574.0483762,19686.91843,3187252.543,868.884938,0.899509059,0.898229135,0.900192822,0.899590136,21088.89354,22360517.99,868
86,21217.36166,22357982.76,855.9901316,21981.76982,23155716.26,466.6360515,20809.44444,22581560.19,541.0493483,452.8390007,100371.8695,489.7135536,453.170124,99829.07248,714.7526319,462.5109281,99710.81286,1302.73109,69.33942118,100358.4212,1131.740218,393.0690665,100370.5522,1136.942822,67.35697104,101063.0436,847.4979688,387.5651857,100316.4299,688.4846882,20674.89801,22514720.55,783.4236095,1803.278982,22357554.99,533941486.4,21898.60639,22513604.8,865.8771927,20382.85825,22581910.03,847.2677175,19162.16831,3562755.39,585.4430754,17748.40646,3189395.051,868.438379,0.898947906,0.900085561,0.900547471,0.899254701,20382.85825,22357554.99,860
87,23545.44376,22358474.44,861.9750197,22065.45482,23156209.51,467.5696916,21648.07959,22580614.58,543.0942129,448.8095145,99854.84692,477.0564049,453.8124709,100553.0544,715.9065235,453.6063,100079.7743,1292.440106,73.6674567,101154.061,1132.226284,391.4283664,99549.56942,1134.833937,67.53579581,100881.6368,838.4771437,383.7322312,99483.00755,682.1844849,20250.12636,22514047.26,779.1380423,1526.80123,22361993.83,533935802.7,21228.80381,22512746.36,873.7355668,22274.41085,22581865.85,848.5880494,18299.18976,3563602.799,586.344085,18159.1455,3187628.714,872.2419906,0.901300367,0.898615649,0.899131634,0.897928248,22274.41085,22361993.83,855
88,20338.62544,22356935.24,864.3831815,21684.82741,23155348.25,472.0589839,22579.96359,22580559.63,545.1058788,458.7156429,99862.39164,497.8364237,457.0916623,99575.4589,707.053909,453.9805337,99931.42986,1298.85363,67.4107071,100519.5119,1133.135811,382.8835825,100599.9623,1130.354923,61.50026245,100209.5319,852.4422742,378.7556553,100350.4852,687.2934855,21410.70447,22514024.38,771.101302,1696.973565,22357125.48,533953995,20075.28043,22512484.43,873.3455296,22232.20099,22580544.95,837.965047,19646.44202,3561848.56,577.6958416,17490.87183,3189039.827,862.2338189,0.899545837,0.900937652,0.900262222,0.89965978,22232.20099,22357125.48,860
89,22059.79794,22356651.68,864.2498116,22522.79278,23156729.45,471.1718056,21651.05101,22581003.72,537.680722,454.1813819,100093.2152,490.6122624,455.7559642,100167.0837,710.3613755,448.9636617,100990.3147,1295.798348,67.20527958,99564.0408,1125.993924,386.2070686,100083.6045,1127.840455,64.06575647,99997.79006,851.6544514,382.4595841,100369.607,683.3664469,21033.07003,22513716.2,779.8221549,1534.085293,22358182.84,533957374.9,21379.18425,22512143.51,864.3755186,20997.40907,22581583.42,847.5329757,17886.60158,3562862.281,585.9926956,18440.44408,3187130.439,873.688334,0.899391319,0.901482778,0.898784774,0.902211377,20997.40907,22358182.84,865
90,20924.48148,22134847.37,856.2910643,21827.86401,22928413.56,478.9019029,19534.10159,22354100.99,528.6826406,456.7787796,99897.57127,487.3137087,457.0192942,100750.4339,704.7845578,456.8917955,99111.06446,1300.523312,66.20637386,100316.4548,1136.982367,386.1054767,100025.7134,1124.320646,70.61015408,99924.67965,849.2763408,397.665301,99809.58619,684.1294878,20772.92091,22287277.31,775.073089,1540.322917,22133180.59,529479299.3,20412.85048,22288621.78,873.6182745,23322.97265,22355122.1,858.5446536,18731.49814,3529224.85,583.8191621,19181.3227,3154182.344,855.5051935,0.900137968,0.90123184,0.900180035,0.899728814,23322.97265,22133180.59,868
91,21812.14307,22134859.02,859.7269386,19816.04935,22928349.1,470.295576,21287.65608,22354192.53,541.3571639,465.1625929,99501.43724,496.2325186,457.1366936,99688.44332,713.2715965,454.530121,100498.4094,1312.900467,66.06199497,99768.55285,1132.99987,390.1075321,99687.71591,1127.143242,67.32565438,99488.86782,853.4547447,384.3194724,100489.1993,683.3334044,21085.59352,22291248.25,762.4466613,1794.635839,22135038.71,529487192.3,20308.41641,22288800.24,885.3484257,21066.62008,22355129.24,849.916434,18004.30074,3529065.831,578.1936679,17055.19004,3155810.701,865.6354162,0.900937402,0.900464694,0.900910658,0.899485401,21066.62008,22135038.71,860
92,21865.65356,22135161.31,861.5308494,21282.79787,22925830.84,479.4811623,19899.61169,22353732.14,532.0313905,462.2456701,99112.69983,496.5144392,462.9615543,100308.4297,711.9655427,454.2410163,100658.7192,1303.017946,69.12416294,101056.6781,1125.146069,391.3644767,100212.0147,1139.085102,65.91080802,100341.2697,855.2946428,387.0771518,100064.2474,680.8131092,20485.35284,22289693.73,766.6880042,1583.179917,22138381.23,529470608.9,21632.19463,22287595.96,882.3688982,20769.80765,22354570.9,865.5667771,16333.46855,3529511.807,582.8407909,18598.15411,3156837.529,871.8593108,0.89879956,0.900596721,0.898377171,0.899736355,20769.80765,22138381.23,855
93,20782.47402,22134088.45,858.1320998,19346.27347,22926554.39,471.0477546,21409.65884,22356688.03,535.0067231,463.4322621,100543.8962,498.7691789,462.8151373,100408.2379,710.1479772,467.0914937,100497.7052,1297.38737,73.01594202,99976.31245,1131.443529,393.7620327,100047.7779,1130.412736,75.53344308,100000.1178,865.3740126,383.828299,99530.70083,684.7318667,19441.87607,22288607.56,770.2094264,1871.800742,22137804.37,529512655.3,21694.77274,22289849.56,877.8145059,21161.51517,22354774.66,860.3164088,19474.4641,3528744.898,587.278809,18075.70176,3156761.075,866.507119,0.89879741,0.90185648,0.899419761,0.90080648,21161.51517,22137804.37,860
94,21071.90276,22133591.2,859.9228742,20028.13408,22927439.76,475.3299373,19907.65952,22355432.28,536.0433381,461.8744196,100394.6913,487.2048016,460.5246217,99831.24051,711.6012464,458.3771384,100990.0616,1304.32228,65.11647045,100203.8922,1118.900426,393.2630133,99772.13398,1127.978793,67.35824009,100126.8504,859.5286548,385.2459697,100271.1142,687.934827,20777.75642,22288149.88,775.7173474,1825.931531,22136907.76,529477039.9,21685.47623,22290024.58,891.7699678,20577.72362,22355040.8,857.8404264,17588.98991,3528147.291,586.0309877,18674.78524,3155776.559,868.8354427,0.900027809,0.899773556,0.900003402,0.900387982,20577.72362,22136907.76,865
95,21505.43157,22133971.63,858.8694302,20726.52899,22926810.27,462.6574757,19763.55621,22353257.42,540.1303331,465.9410013,100694.2578,486.0114542,459.5671517,99754.19716,705.0909274,453.845578,100680.43,1303.641425,82.45088025,99790.41513,1131.805715,402.1734871,100127.0978,1126.539303,74.53514811,99468.88849,858.0877448,389.2980159,99325.91301,688.0572676,20500.82269,22287881.87,777.4001083,1760.967126,22133167.57,529506815.6,21235.43483,22288025.28,876.5777349,20684.14239,22355782.8,853.1294023,16784.33837,3528186.356,580.2823486,19277.10047,3155691.188,859.9837318,0.900172332,0.89889089,0.900067364,0.901129214,20684.14239,22133167.57,868
96,21963.14967,22132844.42,867.0966028,20749.62387,22926868.12,476.8019029,19725.71534,22354363.77,538.4603914,459.3811604,99900.42773,494.7972605,467.2725227,100104.277,721.8562085,456.6558358,100121.1798,1303.737239,72.48164345,100208.6865,1135.283793,387.7865534,100424.5728,1133.400944,68.71997576,99939.6084,858.5632952,380.7757546,100340.4228,687.3820911,22341.10662,22287752.93,775.1122718,1725.056917,22131315.71,529485782.5,21117.759,22289992.16,875.6727308,18672.33349,22354278.38,852.0365879,19639.51943,3530780.342,580.9863324,18207.80706,3156209.944,872.7961932,0.900101204,0.900465749,0.900806644,0.900997953,18672.33349,22131315.71,860
97,21098.65311,22134223.36,858.6192932,21645.26106,22926534.98,471.0213851,21548.48055,22354531.26,535.5659696,453.1272918,101013.1095,491.9480351,466.8758835,100559.2124,715.4226086,457.3737017,100357.0075,1299.030691,62.40414287,100017.0452,1131.475093,395.2601637,99821.74629,1133.110329,58.99975563,100489.1736,861.6075763,394.2895574,100230.8759,685.7243485,20382.34146,22289843.05,767.2194687,1673.013648,22133627.49,529483459.2,20675.44083,22288032.79,872.7042512,20189.25553,22354009.08,856.4952022,17651.65896,3527958.643,577.1616941,17328.0796,3158157.316,865.0111643,0.899309894,0.898446942,0.898429691,0.901252799,20189.25553,22133627.49,855
98,19777.73332,22133738.81,853.2618284,20383.72216,22926369.06,471.3269955,21169.14385,22355446.6,536.5028202,469.5739225,99477.95805,495.3157856,453.9482746,99815.91292,716.1443716,460.2139046,99868.60606,1289.52188,55.29374327,99458.95674,1126.965302,390.2346338,100057.5773,1130.864031,72.45413057,100027.123,854.003078,391.8979847,99904.22852,693.1674772,22217.3682,22288807.44,776.6960027,1597.340081,22133195.01,529474682.2,19965.82485,22287679.31,883.4320342,20972.04866,22355099.19,862.0657119,18675.78453,3530570.741,583.5702431,17889.4859,3155703.694,867.7844175,0.90080498,0.902106685,0.900887987,0.898955258,20972.04866,22133195.01,860
99,21957.12738,22134574.85,859.3099634,21781.97585,22925919.53,478.357631,21420.34419,22357417.44,542.6394602,460.7374137,100601.6349,498.3704614,461.9153677,99550.76245,714.0117092,454.111418,100216.6576,1307.910818,65.22968198,99806.17624,1130.122426,392.6720586,100449.7822,1126.091169,67.81677133,100720.3931,859.1978887,389.2150785,101032.3502,693.8446834,20298.8447,22287394.08,771.9669773,1658.705457,22135395.63,529500108,19344.78816,22287425.86,889.3862966,19916.31987,22356533.5,856.7224729,17723.98233,3529885.554,586.1298115,15197.93055,3155710.001,864.963724,0.90062572,0.899339784,0.899026999,0.899811485,19916.31987,22135395.63,865
100,20775.16667,21912402.63,848.3760288,20086.34526,22698606.39,478.3608362,22286.88564,22133278.01,544.9174685,459.618842,100224.6218,487.09028,463.7795036,99737.05709,717.8906165,459.2721627,99904.10469,1294.681934,75.6762584,100038.7993,1124.722692,380.7977226,99736.2632,1129.35832,73.1787442,100518.2482,871.238968,391.3623223,100335.2584,693.5849851,20780.84212,22066081.6,777.1797382,1586.598461,21911324.15,525084219.4,20417.04532,22066113.25,890.3809726,20733.37545,22132165.97,867.9680376,19043.85178,3494977.101,577.763525,18830.87084,3125103.637,858.7549043,0.900541991,0.899851835,0.900674174,0.898798053,20733.37545,21911324.15,868
101,20280.84416,21910871.75,856.6448824,20192.08292,22700761.61,473.7417141,20962.3749,22133974.99,540.3938104,466.1801156,99246.44604,494.2519898,462.287106,99741.33176,714.5466394,451.7964658,99981.18652,1298.57048,70.62642277,101389.2318,1129.894586,396.7422674,99602.0795,1134.908764,78.9905731,100844.885,854.5263182,384.3682521,99412.92843,684.9266871,20795.45434,22067397.85,768.8036242,1628.138232,21913453.32,525096090,21787.7617,22063648.57,887.8178795,21059.43328,22133099.54,865.9821666,18299.92369,3494535.844,576.4106712,17865.15762,3126010.003,869.131893,0.898720364,0.899784106,0.899961913,0.900515969,21059.43328,21913453.32,860
102,21263.40144,21912679.42,859.3990404,20625.87247,22699644.56,478.6868173,22328.93715,22132519.59,548.8568814,471.8969878,99080.59286,495.4156828,456.1504057,99760.48604,712.0734417,456.5224891,99838.71532,1301.223271,64.38111015,100980.4639,1133.459235,391.4231343,100571.2129,1131.23341,72.22984367,100871.2011,874.2818974,384.0252494,99411.24929,690.2987594,19129.78979,22065456.88,770.026989,1794.88402,21911681.07,525084185.4,21406.38912,22063075.08,892.6004818,19655.03295,22133205.28,870.3003412,17690.62019,3494964.225,582.1897794,18708.81304,3125276.348,862.2236266,0.900733498,0.901567215,0.899264253,0.898633052,19655.03295,21911681.07,855
103,20143.72062,21914640.06,859.2029864,19838.74304,22700256.6,469.2524052,19653.46542,22133349.04,546.5996254,464.1667945,99406.67698,496.3100579,455.8110444,100010.4093,720.7013652,460.0055796,99756.94434,1306.153133,68.63852821,100605.0052,1128.959058,390.237297,100426.986,1131.418873,58.38131616,99766.99097,867.7439396,383.2819615,100450.3645,679.8042338,21040.92533,22065767.13,778.6986673,1804.379922,21914152.91,525093621.2,22048.2468,22066415.68,876.7684948,21181.82157,22131407.9,860.3260159,17248.34054,3496185.944,580.3887196,18750.58118,3126408.81,865.0023185,0.900547476,0.90173915,0.898894762,0.899899483,21181.82157,21914152.91,860
104,23164.49813,21911872.07,853.6650252,19920.75735,22701584.45,466.7725702,20620.19931,22129736.94,547.0653472,467.7475171,100107.245,492.8067363,459.2942445,100473.3683,720.9291133,453.3340298,100154.1133,1290.065664,63.13923318,99758.11953,1126.950435,389.3373998,100152.8306,1137.695513,67.33643449,99389.44899,872.0821986,392.2942506,100801.2851,696.769469,22280.31613,22065494.26,767.3757909,1616.296028,21914035.42,525094222.3,19031.98293,22065146.77,887.6105376,19367.78533,22132790.94,872.8042654,20961.48402,3496183.283,584.7480673,17905.46768,3125982.717,872.2573846,0.900901319,0.901645648,0.900177706,0.898879441,19367.78533,21914035.42,865
105,20924.37734,21913180.28,859.1810223,20343.44858,22700117.38,482.8209994,20475.22237,22132072.38,533.6735293,464.627784,99530.12441,492.3260905,454.440853,99811.99969,714.9500445,461.3998343,100377.4978,1302.159877,72.03405008,99743.27279,1128.570746,397.3400741,100231.1865,1130.848454,66.6347861,100409.3342,861.9531635,401.7574606,99549.79575,688.192225,22190.00608,22065060.37,762.6855025,1729.377734,21915054.97,525091400.8,21411.35014,22065542.99,889.2374477,20739.58251,22132339.73,864.8461603,17625.06513,3494868.639,580.8830871,18010.75666,3124936.085,871.8950914,0.899448113,0.89806221,0.900970345,0.900330821,20739.58251,21915054.97,868
106,20809.93641,21912006.17,853.100862,19123.40196,22698912.01,477.2794292,22264.75442,22130167.53,545.5895723,462.4655959,99231.45195,491.6887731,463.8060733,100236.127,715.1554982,464.9904056,99917.84483,1313.213769,68.26804,100226.5745,1132.395202,387.2302417,100445.7012,1138.673013,69.56352402,100000.1269,870.8807649,385.7679293,100282.1708,691.8798204,21075.37245,22064449.89,782.7388926,1695.077524,21915207.75,525102290.6,20116.25575,22065569.7,886.8709378,22365.46106,22133345.52,866.1659953,17399.74299,3495485.902,583.237459,18423.72427,3124240.172,872.9797263,0.899410915,0.900097817,0.899288347,0.898316394,22365.46106,21915207.75,860
107,20772.19371,21913084.27,862.164541,20829.20388,22699542.74,467.4020258,19454.99786,22131009.61,530.3945876,453.7046542,99999.05917,495.5327326,452.3524757,99398.60275,714.8722016,456.0332854,101032.4381,1297.537385,67.02255824,99276.24061,1131.555431,393.5603921,99748.12406,1138.764482,68.70024246,100361.651,864.6006026,392.2834627,99859.60099,689.0020844,19585.5848,22064548.86,767.0958141,1801.198144,21913907.26,525091006.6,22644.07169,22066671.91,876.7336924,20018.86494,22130493.55,877.2503152,18570.41618,3496156.449,573.0007361,16181.96266,3124388.912,865.5073345,0.899809198,0.89943487,0.898857765,0.901204551,20018.86494,21913907.26,855
108,21077.17595,21913828.2,852.1458255,22131.5099,22699596.57,475.937881,21785.13024,22132332.53,544.3806655,460.2472111,99257.99959,490.1024043,448.0726971,99587.67998,715.1666665,465.8495074,99613.48929,1295.404536,67.19499743,99434.79538,1136.275089,384.9863318,99947.65999,1134.776634,62.41084232,99378.07259,862.6385806,386.9144483,100114.4419,685.0223031,21854.78475,22066322.89,770.2884027,1726.522307,21913677.27,525098283.6,20350.87245,22063442.22,886.670716,20378.25201,22130912.01,865.2752639,18195.62705,3492701.136,587.2767555,18888.97327,3125852.183,868.331219,0.90005182,0.898088469,0.898179227,0.89946715,20378.25201,21913677.27,860
109,19755.61839,21914545.34,858.404285,22083.22599,22699284.99,474.0700186,20651.95469,22133738.5,532.6002407,456.1293844,100001.9893,492.6738733,450.1416265,101162.5463,713.2282693,454.8396025,99707.41776,1297.396533,63.6196587,100759.3131,1131.697789,387.9285106,100652.8822,1136.091129,63.54264293,100077.1437,867.1984073,380.6131576,100548.7631,691.8626663,21960.49934,22066298.82,770.9533321,1811.763003,21914117.48,525092736.8,20810.62576,22064035.31,879.7959705,20116.03241,22132266.89,866.4489137,19306.39897,3493865.405,580.7448218,19192.65526,3125238.046,871.073277,0.899890753,0.898676385,0.89921438,0.901059909,20116.03241,21914117.48,865
110,21724.99014,21693964.45,856.9044634,18127.06576,22475262.53,471.4544249,22109.55383,21909546.92,544.3085749,460.2933538,100607.8734,490.2543791,460.2367153,100516.2601,716.7106381,447.4918591,99554.51162,1300.923803,61.25534358,99800.60869,1132.755976,396.5893701,101411.2654,1135.172728,74.06967185,100426.7602,871.7816067,389.8853969,99749.15778,688.2925785,21773.14511,21842060.02,766.7618549,1682.738163,21691966.12,520742662.7,19962.27893,21844426.04,890.4017547,19836.1414,21911419.76,878.2398329,17579.73918,3461721.75,586.2728712,17190.10589,3095811.694,874.5782257,0.900352592,0.898225917,0.899989615,0.900317811,19836.1414,21691966.12,868
111,22083.13343,21691356.64,861.5675998,18864.73862,22474141.07,472.0860081,20341.77532,21909571.22,546.7124797,458.809348,100111.808,499.3427061,455.3480235,99956.44577,714.8369105,453.5885913,100080.0165,1298.788339,71.45092512,99568.54672,1134.021678,386.2114296,100215.0096,1124.197846,81.48765098,100427.1682,877.9531472,397.0015021,99538.9775,681.1919776,21938.20708,21845898.07,772.095119,1740.225755,21695175.88,520733324.9,20046.06203,21845639.54,902.0250218,19619.82818,21910891.77,880.2659296,18568.4316,3459978.001,585.830536,19061.89022,3095190.116,876.3733392,0.900926545,0.900771948,0.901089416,0.900314018,19619.82818,21695175.88,860
112,19790.2091,21693140.41,856.6758321,20990.72681,22476378.59,473.1802665,21200.63167,21909304,541.3026807,459.9781282,99354.70921,495.3630096,457.6263117,100328.2058,722.4603287,455.362137,100612.7261,1297.684921,75.85847422,100666.5001,1144.904523,392.8342792,100938.5477,1127.93623,71.55855283,99516.15085,881.5407505,388.5854037,100615.398,695.352835,22321.89946,21843983.17,765.8680776,1501.13666,21694778.55,520723831.1,20279.07941,21842735.89,895.3056676,20972.8366,21909754.85,878.0872592,18648.14212,3462309.471,583.6140203,16526.71567,3094892.647,860.0655725,0.899557632,0.900048749,0.90226985,0.900627604,20972.8366,21694778.55,855
113,20805.98966,21695879.85,858.5789428,20273.00837,22473744.03,468.3291675,22807.64282,21909559.46,536.9079987,461.8128472,100283.7059,500.9256889,453.1440933,99940.23038,715.2583368,460.2993299,100096.3403,1298.335808,73.03574661,99888.53092,1124.440265,390.7951269,100765.7337,1134.758587,68.34576446,99390.65802,876.0139045,397.0345221,99841.59892,686.9937973,20365.92043,21844618.11,770.5992961,1624.419695,21689934.3,520743528.6,20213.14044,21845931.04,895.3914897,21234.34381,21910102.92,867.3173793,17506.4186,3461059.934,580.7134573,16465.49605,3094054.515,871.6166161,0.898592276,0.900577245,0.902341542,0.899136361,21234.34381,21689934.3,860
114,19912.16342,21692717.89,858.9643773,19703.45784,22475093.88,476.8428513,21847.40151,21911129.87,542.1289592,454.6808842,99740.3111,488.4163479,454.8840333,100627.5273,728.4572771,457.1082318,100137.0319,1306.396082,71.80666337,100517.0776,1130.881598,387.2457253,99903.85581,1128.570306,68.97397731,100340.8302,871.5373969,390.8306757,100263.9539,688.5519203,21184.70664,21846499.06,767.5326201,2001.734889,21690920,520753576.6,21639.42979,21844955.69,890.6900185,20097.10526,21910449.26,873.5039841,19180.52408,3460624.783,578.8439231,19035.20668,3093765.313,872.3457235,0.899349332,0.899498833,0.897872388,0.900408137,20097.10526,21690920,865
115,21696.7555,21694338.07,854.392353,21885.27012,22474180.8,472.8451037,19676.74059,21911211.69,537.3183816,464.3061953,100994.4435,493.044047,469.2864974,101566.9867,713.852396,453.8961374,99203.68186,1298.864105,61.46066811,100017.5451,1134.919812,387.5089948,99629.65254,1133.286005,69.49272622,101027.2344,875.0503053,386.3058414,100664.2537,690.875552,19756.80494,21843894.2,765.355917,1622.418133,21693846.16,520745465.7,21373.71559,21843287.83,903.8053639,19469.69175,21911832.67,877.1597378,19106.99657,3462590.228,584.4391824,17557.12106,3095992.216,867.6251004,0.90105562,0.898764086,0.899477931,0.899663137,19469.69175,21693846.16,868
116,21891.34899,21692900.59,854.9413195,19333.30658,22476207.77,472.4972502,19352.86392,21910193.97,545.2688005,463.0810153,99582.2201,496.4398766,454.9449435,100915.3658,717.7906835,458.8042621,100822.4065,1296.181533,67.85807047,99645.275,1134.559882,390.2425417,100029.6928,1128.218703,67.75015996,99587.31137,869.6304652,386.8793107,100556.9141,687.8288707,18311.5496,21844326.41,763.6020809,1695.721805,21691772.48,520742553,22297.54837,21845987.26,900.5806239,20836.93954,21912355.71,876.6500665,18016.54114,3461283.087,588.9418195,18128.83355,3095046.067,883.6310428,0.900730424,0.898823618,0.899071933,0.899795268,20836.93954,21691772.48,860
117,20786.79879,21695460.86,861.6337761,20900.98634,22473809.2,475.8494684,22659.58443,21910478.09,536.1159774,456.0456197,99831.40178,489.2937554,451.1506961,100320.5815,721.0820028,454.1045051,99702.17863,1300.864336,65.83328575,100733.5143,1133.002936,390.67851,98920.60315,1134.052894,67.37343779,100611.9274,875.0138089,384.6445796,99502.83468,689.2419757,21732.79029,21843817.38,766.9773964,1848.936602,21694195.16,520750172.7,21246.3116,21844195.54,898.7007643,22379.71721,21910725.64,868.4123409,20487.28777,3461224.428,582.5045879,18309.53597,3093000.667,881.6103306,0.900933781,0.900367355,0.899109596,0.901569332,22379.71721,21694195.16,855
118,19993.21895,21695454.75,856.0018333,19587.1028,22475658.69,478.4658708,21485.4419,21912658.89,535.4013854,462.3191462,99980.43049,501.5836351,453.5295079,101015.724,718.8898613,466.0058862,99882.87571,1297.794055,60.59204786,100489.804,1135.719223,393.0675773,99869.0972,1132.679665,68.50196872,99856.20239,875.3196553,385.9300506,100146.1445,683.8867887,20500.93823,21845295.44,771.2116627,1556.228461,21695114.93,520744377.7,20801.91638,21844817.45,892.2016274,20383.85111,21907705.86,874.9792204,17513.88673,3461030.914,580.2255921,18802.27088,3094835.386,867.964837,0.900281731,0.898777003,0.89975998,0.899802652,20383.85111,21695114.93,860
119,20917.94882,21693681.83,859.2547433,20624.55256,22475173.78,475.4253247,22241.69813,21910442.89,546.5529082,452.1491105,101098.3735,487.60144,453.7789363,100451.6617,718.3196549,453.0133256,100054.4124,1297.796315,75.95721836,100677.1054,1132.886204,392.6990064,100236.6472,1136.507449,70.02343805,99814.02552,870.9764593,394.436072,100062.433,683.7755336,20156.86915,21844153.73,766.8654275,1622.498119,21693620.63,520747614.3,21122.82957,21843157.13,897.3925516,19949.89439,21912609.81,876.3557981,18635.12004,3461463.929,573.8301698,19197.34395,3092949.286,865.548819,0.898710543,0.899161263,0.899159482,0.900680417,19949.89439,21693620.63,865
120,21865.88892,21476170.74,857.1793337,21477.79855,22253056.53,472.9210427,20115.18884,21692137.21,537.2044816,452.9026299,100147.3459,487.4580256,461.9547133,100509.2995,712.6089127,461.0266901,99394.16962,1293.211291,67.35077683,99908.602,1121.436828,388.525143,100299.173,1129.607888,69.72691773,100042.7029,885.7762828,382.9158113,99972.41991,689.4642934,17883.24015,21624645.58,763.9968847,1674.075992,21479618.83,516456335.8,19509.12543,21623725.69,916.0568356,19322.62018,21691113.29,886.8141538,18036.92615,3427220.22,583.9022391,18748.15308,3064058.817,869.8835049,0.899760367,0.900740704,0.901571582,0.901071327,19322.62018,21479618.83,868
121,21345.58755,21477412.63,857.355791,20590.05511,22253381.62,470.2185388,20151.39414,21692053.18,538.7460308,463.2965919,100442.7815,488.2864711,454.2496723,99573.26622,720.6476262,458.8974108,99808.49871,1307.077693,66.04300612,100518.9748,1132.41125,396.9738391,98842.34857,1126.265843,70.44615069,99486.80255,892.462174,384.3386772,100451.9327,686.9904937,20786.56717,21628350.23,768.4851128,1681.604662,21476194.01,516456597.1,20071.72754,21627582.31,900.9392474,21115.4304,21692086.07,883.5920223,18073.8938,3427302.47,571.0533243,16904.37719,3061362.864,866.9171862,0.89839459,0.901481107,0.899936959,0.902531474,21115.4304,21476194.01,860
